portal,title,tender_url,ai_score,matched_keywords,hash,closing_date,bid_opening_date,description,source_page,scraped_at
Assam Police,6. Date corrigendum CGMPPD_Civil_Kalaigaon150 04-Jun-2026 05:00 PM 06-Jun-2026 02:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink_0&page=Home&service=direct&session=T&sp=SGRu3eKsLxehGrRghdOokbA%3D%3D,0,,1f879db20d68ab3dee70092d012061d4,04-Jun-2026 05:00 PM,06-Jun-2026 02:00 PM,6. Date corrigendum CGMPPD_Civil_Kalaigaon150 04-Jun-2026 05:00 PM 06-Jun-2026 02:00 PM,https://assamtenders.gov.in/nicgep/app,2026-05-29T12:07:59
Assam Police,"6. Overhauling of Bharat Pumps and Compressor Ltd. (BPCL) Make Gas Booster Compressor APGCL/CGM (Gen)/2026-27/GBC Overhauling, Unit #1-NRPP/03 19-Jun-2026 12:00 PM 23-Jun-2026 04:00 PM",https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=Home&service=direct&session=T&sp=Sgq%2By%2BgYULG5F6oKfQmEW7g%3D%3D,0,,ebfb196f545f62ca4163084112f36eb8,19-Jun-2026 12:00 PM,23-Jun-2026 04:00 PM,"6. Overhauling of Bharat Pumps and Compressor Ltd. (BPCL) Make Gas Booster Compressor APGCL/CGM (Gen)/2026-27/GBC Overhauling, Unit #1-NRPP/03 19-Jun-2026 12:00 PM 23-Jun-2026 04:00 PM",https://assamtenders.gov.in/nicgep/app,2026-05-29T12:07:59
Assam Police,"7. CONSTRUCTION OF NEW 33KV LINE FROM 132KV TEZPUR GRID SUB STATION, JAHAJDUBA TO 33/11 KV JAMUGURI SUB-STATION UNDER JAMUGURI ELECTRICAL SUB-DIVISION CGM (D)/APDCL/CAR/33 KV Jamuguri line/T-335/ 2025/19 10-Jun-2026 11:00 AM 11-Jun-2026 12:00 PM",https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=Home&service=direct&session=T&sp=SQ%2FvAcWfQ4sgsmFJYT2fvWQ%3D%3D,0,,eeb323b57c1c06673143c908aaef3014,10-Jun-2026 11:00 AM,11-Jun-2026 12:00 PM,"7. CONSTRUCTION OF NEW 33KV LINE FROM 132KV TEZPUR GRID SUB STATION, JAHAJDUBA TO 33/11 KV JAMUGURI SUB-STATION UNDER JAMUGURI ELECTRICAL SUB-DIVISION CGM (D)/APDCL/CAR/33 KV Jamuguri line/T-335/ 2025/19 10-Jun-2026 11:00 AM 11-Jun-2026 12:00 PM",https://assamtenders.gov.in/nicgep/app,2026-05-29T12:07:59
Assam Police,7. Extension of date CE/EAP/ADRHRDP/CSC/2026/01 29-May-2026 02:00 PM 29-May-2026 02:30 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink_0&page=Home&service=direct&session=T&sp=SeWJrXa1pAj841GVEPJCy0g%3D%3D,0,,44f088354a8722627183d41a2159fbcd,29-May-2026 02:00 PM,29-May-2026 02:30 PM,7. Extension of date CE/EAP/ADRHRDP/CSC/2026/01 29-May-2026 02:00 PM 29-May-2026 02:30 PM,https://assamtenders.gov.in/nicgep/app,2026-05-29T12:07:59
Assam Police,8. Extension of date3 ASTHA/MMCH/GD/03/01 16-Jun-2026 02:00 PM 16-Jun-2026 05:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink_0&page=Home&service=direct&session=T&sp=ScF%2FiPcJjHkjMVmY1nnKhPw%3D%3D,0,,b6dadcc61135832a8591c2e61c7108cc,16-Jun-2026 02:00 PM,16-Jun-2026 05:00 PM,8. Extension of date3 ASTHA/MMCH/GD/03/01 16-Jun-2026 02:00 PM 16-Jun-2026 05:00 PM,https://assamtenders.gov.in/nicgep/app,2026-05-29T12:07:59
Assam Police,"8. REMEDIATION OF WASTE ACCUMULATED AT DUMPING GROUND, PATHSALA, WARD NO. 9, THROUGH BIO-MINING, RECLAIMATION OF LAND AND SCIENTIFIC DISPOSAL OF RESIDUAL WASTE ON ASISWHERE IS BASISS IN RESPECT OF PATHSALA MUNICIPAL BOARD UNDER 15TH FINANCE COMMISSION PMB-382/Waste Treatment/SBM/2026/712 dated 27/05/2026 12-Jun-2026 12:00 PM 12-Jun-2026 02:00 PM",https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=Home&service=direct&session=T&sp=SKKL%2FRxhplVHtHvKkaRV40w%3D%3D,0,,55539aed3c343599981e13d7f0b4f6fb,12-Jun-2026 12:00 PM,12-Jun-2026 02:00 PM,"8. REMEDIATION OF WASTE ACCUMULATED AT DUMPING GROUND, PATHSALA, WARD NO. 9, THROUGH BIO-MINING, RECLAIMATION OF LAND AND SCIENTIFIC DISPOSAL OF RESIDUAL WASTE ON ASISWHERE IS BASISS IN RESPECT OF PATHSALA MUNICIPAL BOARD UNDER 15TH FINANCE COMMISSION PMB-382/Waste Treatment/SBM/2026/712 dated 27/05/2026 12-Jun-2026 12:00 PM 12-Jun-2026 02:00 PM",https://assamtenders.gov.in/nicgep/app,2026-05-29T12:07:59
Assam Police,9. CORRIGENDUM WITH TIME EXTENSION 6 AEGCL/MD/PPD/NEAP/2149/05 06-Jun-2026 10:00 AM 08-Jun-2026 04:00 PM,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink_0&page=Home&service=direct&session=T&sp=SJ7Qq6bA7KC15wuyKrobb%2Fw%3D%3D,0,,380d2a5cc4ad94392ed637e620d2a9ae,06-Jun-2026 10:00 AM,08-Jun-2026 04:00 PM,9. CORRIGENDUM WITH TIME EXTENSION 6 AEGCL/MD/PPD/NEAP/2149/05 06-Jun-2026 10:00 AM 08-Jun-2026 04:00 PM,https://assamtenders.gov.in/nicgep/app,2026-05-29T12:07:59
Assam Police,"9. Upgradation of 11KV line from 70sqmm to 90sqmm and installation of 630KVA sub-station for supplying power in favour of the Site Engineer, Assam Gas Company Ltd., Rupkalia, Golaghat under Golaghat Electrical Sub-Division-I of Golaghat EC GM/JZ/APDCL/2025/ET/05/24, dtd-27.05.2026 12-Jun-2026 04:00 PM 15-Jun-2026 03:00 PM",https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=Home&service=direct&session=T&sp=SIVUeXKj2AP9LqzlxSTZNmw%3D%3D,0,,e3c954ff20899268d77fcfcb266a77ac,12-Jun-2026 04:00 PM,15-Jun-2026 03:00 PM,"9. Upgradation of 11KV line from 70sqmm to 90sqmm and installation of 630KVA sub-station for supplying power in favour of the Site Engineer, Assam Gas Company Ltd., Rupkalia, Golaghat under Golaghat Electrical Sub-Division-I of Golaghat EC GM/JZ/APDCL/2025/ET/05/24, dtd-27.05.2026 12-Jun-2026 04:00 PM 15-Jun-2026 03:00 PM",https://assamtenders.gov.in/nicgep/app,2026-05-29T12:07:59
Coal India,10. Bid Auto Extn Corrigendum MCL/OA/RSA/EnM/ENIT/2026-27/03 DATED 18/05/2026 01-Jun-2026 06:00 PM 02-Jun-2026 11:00 AM,https://coalindiatenders.nic.in/nicgep/app?component=%24DirectLink_0&page=Home&service=direct&session=T&sp=SdWHkrn1eRUrAxuIka0rMxw%3D%3D,0,,7abcb1359613aca715afaccdbcf297b5,01-Jun-2026 06:00 PM,02-Jun-2026 11:00 AM,10. Bid Auto Extn Corrigendum MCL/OA/RSA/EnM/ENIT/2026-27/03 DATED 18/05/2026 01-Jun-2026 06:00 PM 02-Jun-2026 11:00 AM,https://coalindiatenders.nic.in/nicgep/app,2026-05-29T12:06:51
Coal India,10. Supply and fixing of enamel coated danger board on Overhead Line Poles at Gevra Project. SECL/GA/SO ENM/26-27/E-TENDER/33 dt. 28/05/2026 11-Jun-2026 05:00 PM 13-Jun-2026 11:00 AM,https://coalindiatenders.nic.in/nicgep/app?component=%24DirectLink&page=Home&service=direct&session=T&sp=S%2FJOs6wSy2WTosynBuecLtg%3D%3D,0,,a778f22f257baf022fccd9bb814ae89e,11-Jun-2026 05:00 PM,13-Jun-2026 11:00 AM,10. Supply and fixing of enamel coated danger board on Overhead Line Poles at Gevra Project. SECL/GA/SO ENM/26-27/E-TENDER/33 dt. 28/05/2026 11-Jun-2026 05:00 PM 13-Jun-2026 11:00 AM,https://coalindiatenders.nic.in/nicgep/app,2026-05-29T12:06:51
Coal India,2. Bid Auto Extn Corrigendum JRD/SO(X)/E-TENDER/26-27/050 dated 18.05.2026 02-Jun-2026 11:00 AM 03-Jun-2026 11:00 AM,https://coalindiatenders.nic.in/nicgep/app?component=%24DirectLink_0&page=Home&service=direct&session=T&sp=StTWJc%2FOV1PGvaqlbNDpyRQ%3D%3D,0,,07ef7ef300ff4a4a38cc4ff38e6221cf,02-Jun-2026 11:00 AM,03-Jun-2026 11:00 AM,2. Bid Auto Extn Corrigendum JRD/SO(X)/E-TENDER/26-27/050 dated 18.05.2026 02-Jun-2026 11:00 AM 03-Jun-2026 11:00 AM,https://coalindiatenders.nic.in/nicgep/app,2026-05-29T12:06:51
Coal India,"2. Renovation of Garage and Outer Residence Office at CMD Bungalow, under ECL HQ ECL/HQ/GM(C)/e-Tender/26-27/06 date 27.05.2026 09-Jun-2026 05:00 PM 10-Jun-2026 05:00 PM",https://coalindiatenders.nic.in/nicgep/app?component=%24DirectLink&page=Home&service=direct&session=T&sp=SDCfJiSEEdc6Qo2%2Bd%2Fa1hSQ%3D%3D,0,,d9125bdfa2bfdb1d72d02b4cb0e2a2f8,09-Jun-2026 05:00 PM,10-Jun-2026 05:00 PM,"2. Renovation of Garage and Outer Residence Office at CMD Bungalow, under ECL HQ ECL/HQ/GM(C)/e-Tender/26-27/06 date 27.05.2026 09-Jun-2026 05:00 PM 10-Jun-2026 05:00 PM",https://coalindiatenders.nic.in/nicgep/app,2026-05-29T12:06:51
Coal India,3. Bid Auto Extn Corrigendum JNT/GM(Excv)/E-tender/26-27/03 02-Jun-2026 11:00 AM 03-Jun-2026 11:00 AM,https://coalindiatenders.nic.in/nicgep/app?component=%24DirectLink_0&page=Home&service=direct&session=T&sp=SqfrPnTYAC3G%2BzupFTnLNtQ%3D%3D,0,,442b54443f762b5515b4305f7f82e11d,02-Jun-2026 11:00 AM,03-Jun-2026 11:00 AM,3. Bid Auto Extn Corrigendum JNT/GM(Excv)/E-tender/26-27/03 02-Jun-2026 11:00 AM 03-Jun-2026 11:00 AM,https://coalindiatenders.nic.in/nicgep/app,2026-05-29T12:06:51
Coal India,"3. Providing and fixing of five Nos. Load Cells of one no. 100 Te Electronic Road Weighbridge Make ORION, Sl. No. 25DP-140, Model No. OEM ULTIMA PLUS at KDH OCP under NK Area GM (NK)/EnM/e-NIT/2026-27/ 47 10-Jun-2026 05:00 PM 11-Jun-2026 11:00 AM",https://coalindiatenders.nic.in/nicgep/app?component=%24DirectLink&page=Home&service=direct&session=T&sp=Sh0jLF8F%2Fpk6mop1x7EPOkQ%3D%3D,0,,05986ef2c630a142312fe0df430ab5de,10-Jun-2026 05:00 PM,11-Jun-2026 11:00 AM,"3. Providing and fixing of five Nos. Load Cells of one no. 100 Te Electronic Road Weighbridge Make ORION, Sl. No. 25DP-140, Model No. OEM ULTIMA PLUS at KDH OCP under NK Area GM (NK)/EnM/e-NIT/2026-27/ 47 10-Jun-2026 05:00 PM 11-Jun-2026 11:00 AM",https://coalindiatenders.nic.in/nicgep/app,2026-05-29T12:06:51
Coal India,4. Bid Auto Extn Corrigendum SO(EnT)/e-tender/26-27/02 02-Jun-2026 11:00 AM 03-Jun-2026 11:00 AM,https://coalindiatenders.nic.in/nicgep/app?component=%24DirectLink_0&page=Home&service=direct&session=T&sp=SUiU5AZ87yQtTaHBJdogBZg%3D%3D,0,,ad0dba7b75cc3d348744bbf935eede19,02-Jun-2026 11:00 AM,03-Jun-2026 11:00 AM,4. Bid Auto Extn Corrigendum SO(EnT)/e-tender/26-27/02 02-Jun-2026 11:00 AM 03-Jun-2026 11:00 AM,https://coalindiatenders.nic.in/nicgep/app,2026-05-29T12:06:51
Coal India,"4. Repairing of 3.3 kV grade 600 KVAR Capacitor Bank with APFC Panel, Akanksha Make, Sl. No. AKANSHA/PNL/21-22/087 installed at KDH 22.5 MVA, 33kV/11kV-3.3kV Old Substation under KDH OCP, NK Area GM (NK)/EnM/e-NIT/2026-27/ 49 10-Jun-2026 05:00 PM 11-Jun-2026 11:00 AM",https://coalindiatenders.nic.in/nicgep/app?component=%24DirectLink&page=Home&service=direct&session=T&sp=Skm53apjvQeJGo7xOswaUSw%3D%3D,0,,abb91a6c5e0b22beffac9a39cc42b000,10-Jun-2026 05:00 PM,11-Jun-2026 11:00 AM,"4. Repairing of 3.3 kV grade 600 KVAR Capacitor Bank with APFC Panel, Akanksha Make, Sl. No. AKANSHA/PNL/21-22/087 installed at KDH 22.5 MVA, 33kV/11kV-3.3kV Old Substation under KDH OCP, NK Area GM (NK)/EnM/e-NIT/2026-27/ 49 10-Jun-2026 05:00 PM 11-Jun-2026 11:00 AM",https://coalindiatenders.nic.in/nicgep/app,2026-05-29T12:06:51
Coal India,5. Bid Auto Extn Corrigendum B/EM/eTender/2026-27/15 dtd 15-05-2026 02-Jun-2026 10:00 AM 03-Jun-2026 10:00 AM,https://coalindiatenders.nic.in/nicgep/app?component=%24DirectLink_0&page=Home&service=direct&session=T&sp=SElMP1KxrzOwwrbuI4eFxCA%3D%3D,0,,7d2d983d184c98ede1a0da8f4a8c0173,02-Jun-2026 10:00 AM,03-Jun-2026 10:00 AM,5. Bid Auto Extn Corrigendum B/EM/eTender/2026-27/15 dtd 15-05-2026 02-Jun-2026 10:00 AM 03-Jun-2026 10:00 AM,https://coalindiatenders.nic.in/nicgep/app,2026-05-29T12:06:51
Coal India,"5. Repairing of 02 Nos. 11kV, 10A NGR and one No. 3.3 kV, 10A, NGR with replacement of winding and temperature meter and Buchhloz Relay of 03 No. Transformer installed at 22.5 MVA, 33kV/11kV-3.3kV Old Substation under KDH OCP, NK Area GM (NK)/EnM/e-NIT/2026-27/ 50 10-Jun-2026 05:00 PM 11-Jun-2026 11:00 AM",https://coalindiatenders.nic.in/nicgep/app?component=%24DirectLink&page=Home&service=direct&session=T&sp=SQb9EDDrtOY6M47Y%2BLKYwvg%3D%3D,0,,388cb25bc4a5f5cecd05e4b14fd50a02,10-Jun-2026 05:00 PM,11-Jun-2026 11:00 AM,"5. Repairing of 02 Nos. 11kV, 10A NGR and one No. 3.3 kV, 10A, NGR with replacement of winding and temperature meter and Buchhloz Relay of 03 No. Transformer installed at 22.5 MVA, 33kV/11kV-3.3kV Old Substation under KDH OCP, NK Area GM (NK)/EnM/e-NIT/2026-27/ 50 10-Jun-2026 05:00 PM 11-Jun-2026 11:00 AM",https://coalindiatenders.nic.in/nicgep/app,2026-05-29T12:06:51
Coal India,6. Bid Auto Extn Corrigendum B/EM/eTender/2026-27/13 dtd 14-05-2026 02-Jun-2026 10:00 AM 03-Jun-2026 10:00 AM,https://coalindiatenders.nic.in/nicgep/app?component=%24DirectLink_0&page=Home&service=direct&session=T&sp=SDLRjvJUjPW65YDp7iTolYA%3D%3D,0,,811195e7889703166bbc2c2e0f489b1a,02-Jun-2026 10:00 AM,03-Jun-2026 10:00 AM,6. Bid Auto Extn Corrigendum B/EM/eTender/2026-27/13 dtd 14-05-2026 02-Jun-2026 10:00 AM 03-Jun-2026 10:00 AM,https://coalindiatenders.nic.in/nicgep/app,2026-05-29T12:06:51
Coal India,"6. Removing of damaged picks holder and fixing of new picks and picks holder along with different running jobs for maintenance of two nos. of Elecon make Feeder Breaker as and when required for a period of one year under Dakra Project, NK Area GM (NK)/EnM/e-NIT/2026-27/ 46 10-Jun-2026 05:00 PM 11-Jun-2026 11:00 AM",https://coalindiatenders.nic.in/nicgep/app?component=%24DirectLink&page=Home&service=direct&session=T&sp=SNe26%2F6fNmyotVeFakTL77Q%3D%3D,0,,7892d1fc1e237035057cdf6df002690f,10-Jun-2026 05:00 PM,11-Jun-2026 11:00 AM,"6. Removing of damaged picks holder and fixing of new picks and picks holder along with different running jobs for maintenance of two nos. of Elecon make Feeder Breaker as and when required for a period of one year under Dakra Project, NK Area GM (NK)/EnM/e-NIT/2026-27/ 46 10-Jun-2026 05:00 PM 11-Jun-2026 11:00 AM",https://coalindiatenders.nic.in/nicgep/app,2026-05-29T12:06:51
Coal India,7. A) Shifting and installation of 1MVA 11KV/3.3KV Power transformer with substation related work.B) Extension of 11KV OHL and installation of 250KVA transformer along with miscellaneous works at Karma OCP under Kuju Area. GM (K)/EnM/eTender/26-27/42 13-Jun-2026 06:55 PM 15-Jun-2026 11:00 AM,https://coalindiatenders.nic.in/nicgep/app?component=%24DirectLink&page=Home&service=direct&session=T&sp=SjSQW%2BKa2Bj0om5ukC95eFA%3D%3D,0,,bf017b43f16a05b016d9de104c2a5c7f,13-Jun-2026 06:55 PM,15-Jun-2026 11:00 AM,7. A) Shifting and installation of 1MVA 11KV/3.3KV Power transformer with substation related work.B) Extension of 11KV OHL and installation of 250KVA transformer along with miscellaneous works at Karma OCP under Kuju Area. GM (K)/EnM/eTender/26-27/42 13-Jun-2026 06:55 PM 15-Jun-2026 11:00 AM,https://coalindiatenders.nic.in/nicgep/app,2026-05-29T12:06:51
Coal India,7. Bid Auto Extn Corrigendum BCCL/LA/EnM/F-19/26-27/003 02-Jun-2026 10:00 AM 03-Jun-2026 11:00 AM,https://coalindiatenders.nic.in/nicgep/app?component=%24DirectLink_0&page=Home&service=direct&session=T&sp=SxPsTnaC%2F9QIyWGsXOPh%2BGg%3D%3D,0,,04803a1429453350d440e8d855a1e723,02-Jun-2026 10:00 AM,03-Jun-2026 11:00 AM,7. Bid Auto Extn Corrigendum BCCL/LA/EnM/F-19/26-27/003 02-Jun-2026 10:00 AM 03-Jun-2026 11:00 AM,https://coalindiatenders.nic.in/nicgep/app,2026-05-29T12:06:51
Coal India,8. Bid Auto Extn Corrigendum B/EM/eTender/2026-27/14 dtd 15-05-2026 02-Jun-2026 10:00 AM 03-Jun-2026 10:00 AM,https://coalindiatenders.nic.in/nicgep/app?component=%24DirectLink_0&page=Home&service=direct&session=T&sp=S4%2BBuq7hnNMzOoKnn0aopTg%3D%3D,0,,7c0784fa5d63bd3370aab627e8a037a7,02-Jun-2026 10:00 AM,03-Jun-2026 10:00 AM,8. Bid Auto Extn Corrigendum B/EM/eTender/2026-27/14 dtd 15-05-2026 02-Jun-2026 10:00 AM 03-Jun-2026 10:00 AM,https://coalindiatenders.nic.in/nicgep/app,2026-05-29T12:06:51
Coal India,"8. Comprehensive Annual Maintenance Contract including electrical maintenance of 02 Nos. of RO Plant installed at CISF Colony KDH and KDH Guest House for one year (365 days) under GM Unit, NK Area GM (NK)/EnM/e-NIT/2026-27/ 48 10-Jun-2026 05:00 PM 11-Jun-2026 11:00 AM",https://coalindiatenders.nic.in/nicgep/app?component=%24DirectLink&page=Home&service=direct&session=T&sp=SpE%2BbBG9w6xAMOnSX%2FYgNlw%3D%3D,0,,9907ec6212a37cb46b27a0511789af6f,10-Jun-2026 05:00 PM,11-Jun-2026 11:00 AM,"8. Comprehensive Annual Maintenance Contract including electrical maintenance of 02 Nos. of RO Plant installed at CISF Colony KDH and KDH Guest House for one year (365 days) under GM Unit, NK Area GM (NK)/EnM/e-NIT/2026-27/ 48 10-Jun-2026 05:00 PM 11-Jun-2026 11:00 AM",https://coalindiatenders.nic.in/nicgep/app,2026-05-29T12:06:51
Coal India,9. Bid Auto Extn Corrigendum GM(K)/Excv-61/26-27/T-19 02-Jun-2026 09:00 AM 03-Jun-2026 09:00 AM,https://coalindiatenders.nic.in/nicgep/app?component=%24DirectLink_0&page=Home&service=direct&session=T&sp=Sq9DE5UrLqsO3KSyVPBCHNQ%3D%3D,0,,311104e8e0729635b849d8bee0c457e7,02-Jun-2026 09:00 AM,03-Jun-2026 09:00 AM,9. Bid Auto Extn Corrigendum GM(K)/Excv-61/26-27/T-19 02-Jun-2026 09:00 AM 03-Jun-2026 09:00 AM,https://coalindiatenders.nic.in/nicgep/app,2026-05-29T12:06:51
